nodeId,name,scenarioCode,scenarioNameZh,content,knowledgeType,category,difficulty
cmogleq53000pq18o4tob5u60,组合图形,SHOW_CASE,展示场景,"1. ""按住Ctrl键，依次单击要组合的图形 右键点击选中的图形 选择""""组合""""→""""组合""""""  ---  【PowerPoint】 方法一： 按住Ctrl键，依次单击要组合的图形 右键点击选中的图形 选择""组合""→""组合""",PPT,图片与图形的插入与编辑,MEDIUM
cmogleq5p000vq18o9azm3gv0,统一幻灯片设计风格,SHOW_CASE,展示场景,"1. ""点击""""设计""""选项卡 选择一个主题 点击""""全部应用""""按钮""  ---  【PowerPoint】 方法一： 点击""设计""选项卡 选择一个主题 点击""全部应用""按钮",PPT,幻灯片的美化设计,HIGH
cmogleqdj002tq18orb4kbdv6,编写网页,SHOW_CASE,展示场景,1. 打开网页开发工具-空格或制表符缩进-正确嵌套html标记-对属性值使用引号包裹-保存扩展名为.html的文件  ---  【网页】 方法一： 打开网页开发工具-空格或制表符缩进-正确嵌套html标记-对属性值使用引号包裹-保存扩展名为.html的文件  教材页码：浙教版《信息科技》八年级上-48,网页,网页的编辑与发布,MEDIUM
cmogleq4y000oq18oa6kfxw10,编辑图形颜色和边框,SHOW_CASE,展示场景,"1. ""单击图形 在""""图片工具""""→""""格式""""选项卡中 使用""""形状填充""""和""""形状轮廓""""设置颜色""  ---  【PowerPoint】 方法一： 单击图形 在""图片工具""→""格式""选项卡中 使用""形状填充""和""形状轮廓""设置颜色",PPT,图片与图形的插入与编辑,MEDIUM
cmogleqd0002nq18owvreektq,编辑美化作品,SHOW_CASE,展示场景,1. 设置字体、字号、颜色-调整段落、图片-设置文字环绕方式  ---  【海报】 方法一： 设置字体、字号、颜色-调整段落、图片-设置文字环绕方式  教材页码：浙教版《信息科技》三年级下19-20,海报,海报,MEDIUM
cmogleqed0032q18optql1f3p,编辑视频,SHOW_CASE,展示场景,1. 打开（上传）视频-选择剪辑功能-确定视频起点和终点-导出剪辑结果  ---  【视频】 方法一： 打开（上传）视频-选择剪辑功能-确定视频起点和终点-导出剪辑结果  教材页码：浙教版《信息科技》三年级下36,视频,编辑视频素材,MEDIUM
cmogleqex0038q18ox7sjryxz,网上获取资源,SHOW_CASE,展示场景,1. 打开数字图书馆、专题网站-搜索关键词-下载资源  ---  【视频】 方法一： 打开数字图书馆、专题网站-搜索关键词-下载资源  教材页码：浙教版《信息科技》三年级下69,视频,资源收集途径,MEDIUM
cmogleqeu0037q18oi2580qot,自创资源,SHOW_CASE,展示场景,1. 文本撰写-绘制图片-拍摄视频-录制音频-利用人工智能辅助创作作品  ---  【视频】 方法一： 文本撰写-绘制图片-拍摄视频-录制音频-利用人工智能辅助创作作品  教材页码：浙教版《信息科技》三年级下68,视频,资源收集途径,MEDIUM
cmouwzmg3000080l3nglxqwp1,自我调节学习,SHOW_CASE,展示场景,,,,
cmogleq9s001uq18o6i9a120n,自选图形（绘制、调整、填充）,SHOW_CASE,展示场景,"1. ""将光标定位到要插入图形的位置 点击""""插入""""选项卡 点击""""形状""""按钮 从形状列表中选择需要的形状 在文档中拖动鼠标绘制图形""  ---  【Word】 方法一： 将光标定位到要插入图形的位置 点击""插入""选项卡 点击""形状""按钮 从形状列表中选择需要的形状 在文档中拖动鼠标绘制图形",Word,图片与图形处理,MEDIUM
cmogleqb50025q18o69y7nbwk,艺术字格式设置,SHOW_CASE,展示场景,"1. ""点击艺术字，艺术字周围会出现控制点 右键点击艺术字，选择""""设置艺术字格式"""" 在弹出的窗口中，可以调整艺术字的形状、颜色、文字效果等""  ---  【Word】 方法一： 点击艺术字，艺术字周围会出现控制点 右键点击艺术字，选择""设置艺术字格式"" 在弹出的窗口中，可以调整艺术字的形状、颜色、文字效果等",Word,艺术字与特殊效果,MEDIUM
cmogleq4c000iq18oc883bocn,行距设置,SHOW_CASE,展示场景,"1. ""选中文本 在""""开始""""选项卡的""""段落""""组中，点击""""行距""""按钮 从下拉菜单中选择所需行距""  ---  【PowerPoint】 方法一： 选中文本 在""开始""选项卡的""段落""组中，点击""行距""按钮 从下拉菜单中选择所需行距",PPT,文字内容编辑,MEDIUM
cmnzmxrlq0009gy8o1wevw4n5,表格,SHOW_CASE,展示场景,创建表格-开始表格中的每一行-开始一行中的每一列  ---  【网页】 方法一： 创建表格-开始表格中的每一行-开始一行中的每一列  教材页码：浙教版《信息科技》八年级上-37,网页,html常用标签,MEDIUM
cmogleqar0021q18okkwewchx,表格行高、列宽设置,SHOW_CASE,展示场景,"1. ""点击表格中的任意单元格 将鼠标移到表格的边框线上，鼠标变成双向箭头 按住鼠标左键拖动，调整行高或列宽"" 2. 右键点击表格，选择""表格属性""，在""行""或""列""选项卡中设置具体数值  ---  【Word】 方法一： 点击表格中的任意单元格 将鼠标移到表格的边框线上，鼠标变成双向箭头 按住鼠标左键拖动，调整行高或列宽  方法二： 右键点击表格，选择""表格属性""，在""行""或""列""选项卡中设置具体数值",Word,表格操作,MEDIUM
cmogleqay0023q18o83tfjp1h,表格边框和底纹设置,SHOW_CASE,展示场景,"1. ""选中需要设置的表格或单元格 点击""""设计""""选项卡（在""""表格工具""""下） 在""""边框""""组中，选择需要的边框样式 在""""底纹""""组中，选择需要的底纹颜色""  ---  【Word】 方法一： 选中需要设置的表格或单元格 点击""设计""选项卡（在""表格工具""下） 在""边框""组中，选择需要的边框样式 在""底纹""组中，选择需要的底纹颜色",Word,表格操作,MEDIUM
cmogleqdz002yq18ofdamazpk,视频制作,SHOW_CASE,展示场景,1. 录制视频-视频软件剪辑-视频导出  ---  【视频】 方法一： 录制视频-视频软件剪辑-视频导出  教材页码：浙教版《信息科技》四年级下21-24,视频,视频编码,MEDIUM
cmogleqeh0033q18ol3f2qbmx,视频生成,SHOW_CASE,展示场景,1. 导入音频、图像素材-将图像、音频文件放入时间轴-设置效果-导出作品  ---  【视频】 方法一： 导入音频、图像素材-将图像、音频文件放入时间轴-设置效果-导出作品  教材页码：浙教版《信息科技》三年级下37,视频,编辑视频素材,MEDIUM
cmqcb9gws000zv4uaykny1qjv,计算序列的长度和最值,ONLINE_COURSE,学科课程在线学习,<p>某短信群发平台会对短信内容进行审查，会过滤掉某些不能通过审查的短信，并能根据短信推送的时间将短信排队后逐一发送。现假定审查的依据是字符串的长度，所有超过 100 个字符的短信都将被过滤掉。以下代码利用队列编程模拟了短信的审查、排队和发送的过程，请补全代码划线处的语句。</p>,,输入函数、字符串、乘号重复序列、整数、赋值语句、关系运算符、for...in循环、range()函数、if语句、基本的条件语句、len()、计算序列的长度和最值、列表、while循环、while循环语法格式、输出函数,LOW
cmouwznl1000h80l3oawg3p7e,计算思维,SHOW_CASE,展示场景,,,,
cmouwzn4z000580l3kecyh27k,认知负荷,SHOW_CASE,展示场景,,,,
cmogleq7q001aq18oiatgedhp,认识界面,SHOW_CASE,展示场景,"1. ""标题栏： 最顶部，显示文档名称和程序名（如“文档1 - Word”）。 快速访问工具栏： 左上角（标题栏左侧），常用按钮如保存、撤销、恢复。 功能区： 标题栏下方，包含所有主要命令的选项卡（开始、插入等）和按钮。 编辑区： 中间最大的空白区域，输入文字的地方，闪烁的竖线是“光标”（插入点）。 滚动条： 编辑区右侧（垂直）和下方（水平），拖动可查看文档不同部分。 状态栏： 最底部，显示页码、字数、语言、视图按钮等。 标尺： 编辑区上方（水平标尺）和左侧（垂直标尺，默认可能隐藏），用于设置缩进、页边距等。""  ---  【Word】 方法一： 标题栏： 最顶部，显示文档名称和程序名（如“文档1 - Word”）。 快速访问工具栏： 左上角（标题栏左侧），常用按钮如保存、撤销、恢复。 功能区： 标题栏下方，包含所有主要命令的选项卡（开始、插入等）和按钮。 编辑区： 中间最大的空白区域，输入文字的地方，闪烁的竖线是“光标”（插入点）。 滚动条： 编辑区右侧（垂直）和下方（水平），拖动可查看文档不同部分。 状态栏： 最底部，显示页码、字数、语言、视图按钮等。 标尺： 编辑区上方（水平标尺）和左侧（垂直标尺，默认可能隐藏），用于设置缩进、页边距等。",Word,Word基础操作,LOW
cmogleq67000zq18od6qtzzgr,设置动画效果的顺序,SHOW_CASE,展示场景,"1. ""选中对象 点击""""动画""""选项卡 在""""动画""""组中，点击""""动画窗格"""" 在动画窗格中调整动画的顺序""  ---  【PowerPoint】 方法一： 选中对象 点击""动画""选项卡 在""动画""组中，点击""动画窗格"" 在动画窗格中调整动画的顺序",PPT,动画效果与过渡效果,MEDIUM
cmogleq4r000mq18onxduaffm,设置图片格式,SHOW_CASE,展示场景,"1. ""单击图片 在""""图片工具""""→""""格式""""选项卡中 使用""""裁剪""""、""""亮度/对比度""""、""""图片样式""""等工具""  ---  【PowerPoint】 方法一： 单击图片 在""图片工具""→""格式""选项卡中 使用""裁剪""、""亮度/对比度""、""图片样式""等工具",PPT,图片与图形的插入与编辑,MEDIUM
cmogleq6w0013q18o2gney10y,设置幻灯片放映选项,SHOW_CASE,展示场景,"1. ""点击""""幻灯片放映""""选项卡 点击""""设置幻灯片放映"""" 选择放映类型（观众自行浏览、演讲者放映等） 点击""""确定""""""  ---  【PowerPoint】 方法一： 点击""幻灯片放映""选项卡 点击""设置幻灯片放映"" 选择放映类型（观众自行浏览、演讲者放映等） 点击""确定""",PPT,幻灯片的放映与演示,MEDIUM
cmogleq5a000rq18o976tbx3n,设置幻灯片背景,SHOW_CASE,展示场景,"1. ""点击""""设计""""选项卡 点击""""背景样式""""→""""设置背景格式"""" 在弹出的窗格中选择颜色、图片或纹理""  ---  【PowerPoint】 方法一： 点击""设计""选项卡 点击""背景样式""→""设置背景格式"" 在弹出的窗格中选择颜色、图片或纹理",PPT,幻灯片的美化设计,HIGH
cmogleqa9001yq18o73rjpx42,设置纸张大小,SHOW_CASE,展示场景,"1. ""点击 布局 (或 页面布局) 选项卡 点击 页面设置 组 -> 大小 按钮 在下拉菜单中选择常用纸张大小 (如 A4)。 如需自定义，点击最下方 其他纸张大小""  ---  【Word】 方法一： 点击 布局 (或 页面布局) 选项卡 点击 页面设置 组 -> 大小 按钮 在下拉菜单中选择常用纸张大小 (如 A4)。 如需自定义，点击最下方 其他纸张大小",Word,文档排版与布局,MEDIUM
cmogleq60000xq18osmee4301,设置过渡效果的速度和声音,SHOW_CASE,展示场景,"1. ""选中幻灯片 点击""""切换""""选项卡 在""""计时""""组中，设置""""速度"""" 选择""""声音""""""  ---  【PowerPoint】 方法一： 选中幻灯片 点击""切换""选项卡 在""计时""组中，设置""速度"" 选择""声音""",PPT,动画效果与过渡效果,MEDIUM
cmogleqae001zq18o2sz3xluj,设置页面颜色 (背景),SHOW_CASE,展示场景,"1. ""点击 设计 选项卡 点击 页面背景 组 -> 页面颜色 按钮 在下拉菜单中选择一种纯色""  ---  【Word】 方法一： 点击 设计 选项卡 点击 页面背景 组 -> 页面颜色 按钮 在下拉菜单中选择一种纯色",Word,文档排版与布局,MEDIUM
cmogleqbm002aq18osyhhcq6o,设计市花数字名片,SHOW_CASE,展示场景,"1. ""打开省信息科技学习平台协作学习空间 新建一个空白文档，设置页面为A4大小 在文档顶部添加市花数字名片标题：""""XX市花数字名片"""" 选择一张市花图片，插入到文档中 调整图片大小和位置，使图片占据文档的1/3区域 在图片下方添加市花名称和城市名称 在文档下方添加市花特点、象征意义等内容 为文字设置合适的字体（如黑体、宋体）和字号（如20-24号） 为标题设置加粗效果，使其更加醒目 保存文档，命名为""""市花数字名片""""""  ---  【数字名片】 方法一： 打开省信息科技学习平台协作学习空间 新建一个空白文档，设置页面为A4大小 在文档顶部添加市花数字名片标题：""XX市花数字名片"" 选择一张市花图片，插入到文档中 调整图片大小和位置，使图片占据文档的1/3区域 在图片下方添加市花名称和城市名称 在文档下方添加市花特点、象征意义等内容 为文字设置合适的字体（如黑体、宋体）和字号（如20-24号） 为标题设置加粗效果，使其更加醒目 保存文档，命名为""市花数字名片""  教材页码：浙教版小学信息科技三年级下册——50、59",数字名片,数字作品设计与制作,HIGH
cmouwznmk000k80l3cgm9mdg1,语言表达,SHOW_CASE,展示场景,,,,
cmqcb9gw3000vv4uazrcqm6cr,读取CSV和表格文件、列表,ONLINE_COURSE,学科课程在线学习,"<p>随着网络视听新媒体技术的不断发展，近年来，网络电影逐渐受到观众热捧。某影业公司邀请了1000名来自全国各地的大众评审对即将出品的某网络电影进行观影评价，观影结束后通过手机平台打分，最终的评分数据保存在文件pj.csv中（部分数据如图2-3所示）。<br>现编程实现用Python读取文件中的”评分”列数据到数组scores中，并统计均分及高于均分的人数（程序运行结果如图2-4所示）。<br>实现该算法的程序如下，请在划线处填入合适的代码。</p><img src=""http://coding-platform.oss-cn-beijing.aliyuncs.com/12/7.png"">",,丰富的库、打开文件、读取CSV和表格文件、浮点数、、float()函数、关系运算符、for...in循环、if语句、基本的条件语句、列表、列表元素赋值、关闭文件、输出函数,LOW
cmogleq6a0010q18osmh1vrdd,调整动画的开始方式,SHOW_CASE,展示场景,"1. ""选中对象 点击""""动画""""选项卡 在""""计时""""组中，选择""""开始""""""  ---  【PowerPoint】 方法一： 选中对象 点击""动画""选项卡 在""计时""组中，选择""开始""",PPT,动画效果与过渡效果,MEDIUM
cmogleq4n000lq18o45kkft2p,调整图片位置,SHOW_CASE,展示场景,"1. ""单击图片 按住鼠标左键拖动图片到所需位置""  ---  【PowerPoint】 方法一： 单击图片 按住鼠标左键拖动图片到所需位置",PPT,图片与图形的插入与编辑,MEDIUM
cmogleq4k000kq18o89zi4qcm,调整图片大小,SHOW_CASE,展示场景,"1. ""单击图片 将鼠标移至图片边缘或角落 当鼠标变成双向箭头时，拖动调整大小""  ---  【PowerPoint】 方法一： 单击图片 将鼠标移至图片边缘或角落 当鼠标变成双向箭头时，拖动调整大小",PPT,图片与图形的插入与编辑,MEDIUM
cmogleq3g000bq18othxq1shj,调整文本框大小和位置,SHOW_CASE,展示场景,"1. ""将鼠标移至文本框边缘或角落 当鼠标变成双向箭头时，拖动调整大小 按住鼠标左键拖动调整位置""  ---  【PowerPoint】 方法一： 将鼠标移至文本框边缘或角落 当鼠标变成双向箭头时，拖动调整大小 按住鼠标左键拖动调整位置",PPT,文字内容编辑,MEDIUM
cmogleq5l000uq18oylp08mfx,调整版式中的元素位置,SHOW_CASE,展示场景,"1. ""选中版式中的元素 按住鼠标左键拖动调整位置""  ---  【PowerPoint】 方法一： 选中版式中的元素 按住鼠标左键拖动调整位置",PPT,幻灯片的美化设计,HIGH
cmogleqf10039q18ojf9ym1so,资源的筛选,SHOW_CASE,展示场景,1. 收集数字资源-去除使用版权受限的资源-选择合适的文本-挑选清晰且大小合适的图片-剪辑视频  ---  【视频】 方法一： 收集数字资源-去除使用版权受限的资源-选择合适的文本-挑选清晰且大小合适的图片-剪辑视频  教材页码：浙教版《信息科技》三年级下70,视频,资源收集途径,MEDIUM
cmqcb9gr20004v4ua0mfu72ll,赋值语句,ONLINE_COURSE,学科课程在线学习,教材情境：“规划从仓库到信息科技教室的最短路线”（图1；图2）<br /> <br /> 规模分解后路线距离计算列表如下所示（图3）<br /> <br /> 实现计算的算法程序已给出，尝试运行程序并观察输出结果。<br /> <br /> <strong>Python</strong>：赋值“=”<br /> 在python中使用“=”为变量赋值。“=”的作用是将右边的值传递给“=”左边的变量。这与数学中“=”的作用不同。<br /> <br /> <strong>示例</strong>：&nbsp;<br /> 输入：170；230；100；150；10；30；50<br /> 输出：S1 = 270&nbsp; S2 = 380&nbsp; S3 = 60&nbsp; S4 = 30<br /> <br />,,输入函数、int()函数、输出函数、赋值语句、关系运算符,LOW
cmnzmxqt10003gy8od9xec8bm,超链接,SHOW_CASE,展示场景,"<a href=""链接位置"">链接元素</a>  ---  【网页】 方法一： <a href=""链接位置"">链接元素</a>  教材页码：浙教版《信息科技》八年级上33-36",网页,html常用标签,MEDIUM
cmqcb9grm0007v4uajh1q6csb,跳出循环break、线性搜索,ONLINE_COURSE,学科课程在线学习,修改上述程序，增加一个变量 ci 来统计 while 语句的执行次数，并显示数值。,,输出函数、整数、关系运算符、if语句、有分支的条件语句、赋值语句、while循环、while循环语法格式、跳出循环break、线性搜索,MEDIUM
cmqcb9gto000hv4ua38tsgo4u,输入函数,ONLINE_COURSE,学科课程在线学习,<p>对比两段程序，感受input()语句在程序的组成中有什么意义。</p>,,输入函数、输出函数、字符串、赋值语句、关系运算符、整数、while循环、while循环语法格式、if语句、基本的条件语句,LOW
cmqcb9guu000ov4ua2p8sbkmy,输出函数,ONLINE_COURSE,学科课程在线学习,<p><strong>请打印单行文本进度条</strong></p><p><strong>效果如下所示：</strong></p><p></p><p>10 %[*-&gt;.........]</p><p>20 %[**-&gt;........]</p>,,赋值语句、输出函数、关系运算符、字符、format()函数、,MEDIUM
cmqcb9gqv0003v4uauyfygpha,连缀的if-elif-else,ONLINE_COURSE,学科课程在线学习,教材情境：购买火车票时年龄小于6岁免票，否则进一步判断年龄是否小于14岁，如果小于14岁则购买优惠票，否则购买全价票。<br /> 完整体现该购票规则的购票算法流程图如下所示，尝试运行程序并观察输出结果。<br /> <br /> <strong>Python</strong>：冒号与缩进的含义<br /> python语句使用缩进和“：”区分代码之间的层次，如循环语句和条件语句等。<br /> 相同层级的代码保留相同相同的缩进，“：”代表下一层代码的开始。<br /> <br /> <strong>示例</strong>：&nbsp;<br /> 输入：3<br /> 输出：免票<br /> <br /> 输入：6<br /> 输出：优惠票<br /> <br /> 输入：130<br /> 输出：全价票<br /> <br />,,输入函数、int()函数、输出函数、整数、关系运算符、if语句、有分支的条件语句、连缀的if-elif-else,LOW
cmogleq1i0001q18ouog1xy5t,退出PowerPoint,SHOW_CASE,展示场景,"1. 点击PowerPoint窗口右上角的""×""关闭按钮 2. 按Alt+F4组合键 3. 点击""文件""→""退出""  ---  【PowerPoint】 方法一： 点击PowerPoint窗口右上角的""×""关闭按钮  方法二： 按Alt+F4组合键  方法三： 点击""文件""→""退出""",PPT,PowerPoint界面与启动退出,LOW
cmogleq7e0017q18ouj4j7v54,退出Word,SHOW_CASE,展示场景,"1. 点击Word窗口右上角的""关闭""按钮（×） 2. 或者点击""文件""菜单，选择""退出""  ---  【Word】 方法一： 点击Word窗口右上角的""关闭""按钮（×）  方法二： 或者点击""文件""菜单，选择""退出""",Word,Word基础操作,LOW
cmogleq5h000tq18o2pqkukay,选择合适的幻灯片版式,SHOW_CASE,展示场景,"1. ""选中幻灯片 在""""开始""""选项卡中，点击""""版式 从下拉菜单中选择需要的版式""  ---  【PowerPoint】 方法一： 选中幻灯片 在""开始""选项卡中，点击""版式 从下拉菜单中选择需要的版式",PPT,幻灯片的美化设计,HIGH
cmogleq2y0007q18o46s1bqhq,选择幻灯片版式,SHOW_CASE,展示场景,"1. ""选中要修改的幻灯片 在""""开始""""选项卡中，点击""""版式"""" 从下拉菜单中选择需要的版式""  ---  【PowerPoint】 方法一： 选中要修改的幻灯片 在""开始""选项卡中，点击""版式"" 从下拉菜单中选择需要的版式",PPT,幻灯片基本操作,LOW
cmogleq6i0012q18ovyjdvo2a,选择放映方式,SHOW_CASE,展示场景,"1. ""点击""""幻灯片放映""""选项卡 点击""""从头开始""""或""""从当前幻灯片开始""""""  ---  【PowerPoint】 方法一： 点击""幻灯片放映""选项卡 点击""从头开始""或""从当前幻灯片开始""",PPT,幻灯片的放映与演示,MEDIUM
cmogleqe60030q18oqkd1jpte,配音,SHOW_CASE,展示场景,1. 使用AI生成配音  ---  【视频】 方法一： 使用AI生成配音  教材页码：浙教版《信息科技》三年级下33,视频,剪辑音频素材,MEDIUM
cmogleqel0034q18ob0bt03gq,采集数字资源,SHOW_CASE,展示场景,1. 确定采集资源的类型-选择合适的设备-将材料转换为数字格式  ---  【视频】 方法一： 确定采集资源的类型-选择合适的设备-将材料转换为数字格式  教材页码：浙教版《信息科技》三年级下6,视频,感知媒体编码,MEDIUM
cmouwzn8p000880l391sg9x9t,问题解决能力,SHOW_CASE,展示场景,,,,
cmouwznnm000l80l3g7cekjvy,阅读理解,SHOW_CASE,展示场景,,,,
cmogleqe3002zq18ogzz5t84v,音频剪辑,SHOW_CASE,展示场景,1. 打开（上传）音频-选择剪辑功能-确定音频起点和终点-保存剪辑结果  ---  【视频】 方法一： 打开（上传）音频-选择剪辑功能-确定音频起点和终点-保存剪辑结果  教材页码：浙教版《信息科技》三年级下32,视频,剪辑音频素材,MEDIUM
cmogleqa4001xq18oc19v84m1,页眉页脚设置,SHOW_CASE,展示场景,"1. ""点击""""插入""""选项卡 点击""""页眉""""或""""页脚""""按钮 选择需要的页眉或页脚样式 在页眉或页脚区域输入内容 点击""""关闭页眉和页脚""""按钮（在""""页眉和页脚工具""""选项卡中）""  ---  【Word】 方法一： 点击""插入""选项卡 点击""页眉""或""页脚""按钮 选择需要的页眉或页脚样式 在页眉或页脚区域输入内容 点击""关闭页眉和页脚""按钮（在""页眉和页脚工具""选项卡中）",Word,文档排版与布局,MEDIUM
cmogleq9w001vq18ozodzkkgo,页边距设置,SHOW_CASE,展示场景,"1. ""点击""""布局""""选项卡 点击""""页边距""""按钮 选择预设的页边距（如""""普通""""、""""窄""""等）"" 2. 选择""自定义边距""，设置上、下、左、右边距的具体数值  ---  【Word】 方法一： 点击""布局""选项卡 点击""页边距""按钮 选择预设的页边距（如""普通""、""窄""等）  方法二： 选择""自定义边距""，设置上、下、左、右边距的具体数值",Word,文档排版与布局,MEDIUM
cmogleq45000gq18ofliidjxt,项目符号和编号,SHOW_CASE,展示场景,"1. ""选中文本 在""""开始""""选项卡的""""段落""""组中，点击""""项目符号""""或""""编号""""按钮 从下拉菜单中选择所需样式""  ---  【PowerPoint】 方法一： 选中文本 在""开始""选项卡的""段落""组中，点击""项目符号""或""编号""按钮 从下拉菜单中选择所需样式",PPT,文字内容编辑,MEDIUM
